"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G238392","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00227","13","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G238392","Non-Essential","Motorproteins","Cytoskeleton","Conditional phenotypes","PS00017","13","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G238415","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238415","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Cell cycle defects","PS00028","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G238415","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","TRANSCRIPTION","nucleus."
"G238448","Non-Essential","Molecular chaperones","Translation complexes","Conditional phenotypes","PS00329","12","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G238448","Non-Essential","ATPases","delta3-cis-delta2-trans-enoyl-CoA isomerase","Auxotrophies, carbon and","PS00197","12","ENERGY","cytoplasm."
"G238448","Non-Essential","ATPases","delta3-cis-delta2-trans-enoyl-CoA isomerase","Auxotrophies, carbon and","PS00187","12","METABOLISM","cytoplasm."
"G238472","Non-Essential","Major facilitator superfamily proteins (MFS)","Nucleosomal protein complex","Nucleic acid metabolism defects","PS00678","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238472","Non-Essential","Histones","Nucleosomal protein complex","Nucleic acid metabolism defects","PS00678","2","TRANSCRIPTION","nucleus."
"G238498","Essential","Other kinases","Transcription complexes/Transcriptosome","Sensitivity to antibiotics","PS00188","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238498","Essential","Other kinases","Translocon","Cell morphology and organelle mutants","PS00188","14","METABOLISM","ER."
"G238498","Essential","Other kinases","Translocon","Conditional phenotypes","PS00866","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238498","Essential","Other kinases","Translocon","Nucleic acid metabolism defects","PS00866","14","METABOLISM","ER."
"G238498","Essential","Other kinases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00867","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238498","Essential","Other kinases","Translocon","Cell morphology and organelle mutants","PS00867","14","METABOLISM","ER."
"G238510","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00115","5","TRANSCRIPTION","nucleus."
"G238527","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","PS00152","10","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238527","Non-Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00300","10","METABOLISM","ER."
"G238527","Non-Essential","Molecular chaperones","Gim complexes","Cell morphology and organelle mutants","PS00190","10","PROTEIN DESTINATION","ER."
"G238540","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238540","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS01119","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238564","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238564","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00179","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G238564","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238564","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","4","TRANSCRIPTION","nucleus."
"G238564","Non-Essential","Ubiquitin-system proteins","Nuclear pore complex (NPC)","Stress response defects","PS01175","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238564","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Stress response defects","PS00107","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G238564","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238564","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00027","4","TRANSCRIPTION","nucleus."
"G238567","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017","2","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G238567","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G238567","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00411","2","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G238567","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G238610","Essential","Protein Kinases","Replication complexes","Cell morphology and organelle mutants","PS00018","1","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G238610","Essential","ATPases","Cytoskeleton","Mating and sporulation defects","PS00017","1","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G238621","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00012","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","peroxisome."
"G238621","Non-Essential","Molecular chaperones","Gim complexes","Cell morphology and organelle mutants","PS00190","7","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","peroxisome."
"G238621","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","PS00152","7","PROTEIN DESTINATION","peroxisome."
"G238637","Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00626","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238637","Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00626","2","TRANSCRIPTION","nucleus."
"G238640","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00133","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G238640","Non-Essential","Ubiquitin-system proteins","Prenyltransferases","Conditional phenotypes","PS00633","4","PROTEIN DESTINATION","cytoskeleton."
"G238643","Essential","Protein Kinases","Replication complexes","Cell cycle defects","PS00697","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238643","Essential","Polymerases","Replication complexes","Cell cycle defects","PS00108","4","PROTEIN DESTINATION","nucleus."
"G238643","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238643","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","4","PROTEIN DESTINATION","nucleus."
"G238677","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238677","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G238677","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238677","Non-Essential","Protein Kinases","Intracellular transport complexes","Nucleic acid metabolism defects","PS00108","4","PROTEIN DESTINATION","nucleus."
"G238677","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","4","TRANSCRIPTION","nucleus."
"G238695","Non-Essential","Transcription factors","Acetolactate synthase","Auxotrophies, carbon and","PS00105","11","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G238695","Non-Essential","Transcription factors","Acetolactate synthase","Auxotrophies, carbon and","PS00105","11","METABOLISM","mitochondria."
"G238695","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00343","11","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G238695","Non-Essential","Transcription factors","Pyruvate dehydrogenase","Conditional phenotypes","PS00343","11","METABOLISM","mitochondria."
"G238704","Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00339","14","TRANSCRIPTION","nucleus."
"G238715","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Cell cycle defects","PS00340","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238715","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00027","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238715","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Cell cycle defects","PS00028","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G238715","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238715","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238715","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G238740","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01082","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238740","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01082","4","TRANSCRIPTION","nucleus."
"G238760","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00685","15","TRANSCRIPTION","nucleus."
"G238786","Non-Essential","Protein Kinases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","10","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Glucan synthases","Cell morphology and organelle mutants","PS00720","10","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Cell morphology and organelle mutants","PS00867","10","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Cell morphology and organelle mutants","PS00867","10","METABOLISM","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Cell morphology and organelle mutants","PS00867","10","PROTEIN DESTINATION","golgi."
"G238786","Non-Essential","Protein Kinases","Cytoskeleton","Sensitivity to antibiotics","PS00017","10","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Glucan synthases","Sensitivity to antibiotics","PS00216","10","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Glucan synthases","Sensitivity to antibiotics","PS00216","10","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Sensitivity to antibiotics","PS00675","10","METABOLISM","golgi."
"G238786","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Sensitivity to antibiotics","PS00867","10","PROTEIN DESTINATION","golgi."
"G238789","Non-Essential","Ubiquitin-system proteins","Synaptonemal complex (SC)","Cell cycle defects","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238789","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G238793","Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238793","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","7","TRANSCRIPTION","nucleus."
"G238857","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00133","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238857","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00133","4","METABOLISM","ER."
"G238857","Non-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell morphology and organelle mutants","PS00133","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238857","Non-Essential","Major facilitator superfamily proteins (MFS)","Glucan synthases","Cell morphology and organelle mutants","PS00133","4","METABOLISM","ER."
"G238885","Essential","ATPases","Chaperonine containing T-complex TRiC (TCP RING Complex)","Cell morphology and organelle mutants","PS00751","10","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G238885","Essential","GTP/GDP dissociation inhibitors (GDIs)","Translation complexes","Cell cycle defects","PS00904","10","METABOLISM","cytoplasm."
"G238891","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00129","16","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","ER."
"G238891","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00107","16","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238891","Essential","GTP-binding proteins","Translation complexes","Carbohydrate and lipid biosynthesis defects","PS00225","16","METABOLISM","ER."
"G238891","Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","16","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","ER."
"G238891","Essential","Other kinases","Intracellular transport complexes","Cell morphology and organelle mutants","PS01020","16","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238891","Essential","Other kinases","Intracellular transport complexes","Cell morphology and organelle mutants","PS01020","16","METABOLISM","ER."
"G238891","Essential","GTP-binding proteins","Intracellular transport complexes","Conditional phenotypes","PS00294","16","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","ER."
"G238891","Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108","16","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238891","Essential","GTP-binding proteins","Intracellular transport complexes","Conditional phenotypes","PS00606","16","METABOLISM","ER."
"G238891","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","16","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","ER."
"G238891","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","16","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238891","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","16","METABOLISM","ER."
"G238895","Non-Essential","Molecular chaperones","Histone acetyltransferase complexes","Cell morphology and organelle mutants","PS00187","12","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G238895","Non-Essential","ATPases","Gim complexes","Conditional phenotypes","PS00187","12","ENERGY","cytoplasm."
"G238895","Non-Essential","ATPases","Gim complexes","Cell morphology and organelle mutants","PS00187","12","METABOLISM","cytoplasm."
"G238916","Non-Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00211","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238916","Non-Essential","Ubiquitin-system proteins","Translocon","Auxotrophies, carbon and","PS00017","15","METABOLISM","ER."
"G238916","Non-Essential","ATPases","Mitochondrial translocase complex","Auxotrophies, carbon and","PS00017","15","PROTEIN DESTINATION","ER."
"G238928","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00387","13","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G238928","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteases, mitochondrial","Auxotrophies, carbon and","PS00387","13","ENERGY","mitochondria."
"G238928","Non-Essential","Major facilitator superfamily proteins (MFS)","2-oxoglutarate dehydrogenase","Auxotrophies, carbon and","PS00387","13","METABOLISM","mitochondria."
"G238933","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","13","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G238935","Non-Essential","Major facilitator superfamily proteins (MFS)","Nucleosomal protein complex","Carbohydrate and lipid biosynthesis defects","PS00018","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238935","Non-Essential","Major facilitator superfamily proteins (MFS)","Pyruvate dehydrogenase","Carbohydrate and lipid biosynthesis defects","PS00018","2","METABOLISM","ER."
"G238935","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00129","2","PROTEIN DESTINATION","ER."
"G238935","Non-Essential","Major facilitator superfamily proteins (MFS)","Cytoskeleton","Cell morphology and organelle mutants","PS00017","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238935","Non-Essential","Major facilitator superfamily proteins (MFS)","Nucleosomal protein complex","Cell morphology and organelle mutants","PS00018","2","METABOLISM","ER."
"G238935","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00190","2","PROTEIN DESTINATION","ER."
"G238942","Essential","Polymerases","Mitochondrial translocase complex","Auxotrophies, carbon and","PS00297","13","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G238942","Essential","Polymerases","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS01154","13","TRANSCRIPTION","mitochondria."
"G238946","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Mating and sporulation defects","PS01175","2","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G238946","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Mating and sporulation defects","PS00378","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G238954","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00581","13","PROTEIN DESTINATION","integral membrane."
"G238968","Non-Essential","Molecular chaperones","L-aminopadipate-semialdehyde dehydrogenase","Conditional phenotypes","PS00433","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G238968","Non-Essential","Ubiquitin-system proteins","L-aminopadipate-semialdehyde dehydrogenase","Conditional phenotypes","PS00056","7","PROTEIN SYNTHESIS","cytoplasm."
"G238990","Non-Essential","Protein Kinases","Translocon","Conditional phenotypes","PS00014","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238990","Non-Essential","Molecular chaperones","Translocon","Conditional phenotypes","PS00014","15","PROTEIN DESTINATION","ER."
"G238990","Non-Essential","Histones","Translocon","Conditional phenotypes","PS00194","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G238990","Non-Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00194","15","PROTEIN DESTINATION","ER."
"G239008","Essential","ATPases","Proteasome","Cell cycle defects","PS00678","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239008","Essential","ATPases","Ribonucleoside-diphosphate reductase","Cell cycle defects","PS00678","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239008","Essential","ATPases","Proteasome","Cell cycle defects","PS00678","7","PROTEIN DESTINATION","nucleus."
"G239010","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239010","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00115","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G239010","Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108","4","TRANSCRIPTION","nucleus."
"G239017","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00036","9","TRANSCRIPTION","cytoplasm."
"G239017","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Carbohydrate and lipid biosynthesis defects","PS00036","9","TRANSCRIPTION","nucleus."
"G239037","Non-Essential","ATPases","Mitochondrial translocase complex","Auxotrophies, carbon and","PS00017","15","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","mitochondria."
"G239048","Non-Essential","Protein Kinases","Nuclear pore complex (NPC)","Mating and sporulation defects","PS00017","8","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239048","Non-Essential","Transcription factors","Nem1p-Spo7p complex","Mating and sporulation defects","PS00133","8","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239063","Non-Essential","Protein Kinases","Replication complexes","Nucleic acid metabolism defects","PS00108","12","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","nucleus."
"G239063","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00284","12","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239098","Non-Essential","ATPases","RNA processing complexes","Stress response defects","PS00510","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","peroxisome."
"G239098","Non-Essential","ATPases","RNA processing complexes","Auxotrophies, carbon and","PS00510","14","ENERGY","peroxisome."
"G239098","Non-Essential","ATPases","RNA processing complexes","Auxotrophies, carbon and","PS00510","14","METABOLISM","peroxisome."
"G239101","Non-Essential","ATPases","cAMP-dependent protein kinase","Nucleic acid metabolism defects","PS00469","11","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239101","Non-Essential","Transcription factors","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00469","11","METABOLISM","cytoplasm."
"G239123","Essential","Protein Kinases","Proteasome","Cell morphology and organelle mutants","PS00108","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239178","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239178","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00017","4","TRANSCRIPTION","nucleus."
"G239178","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00039","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239178","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00039","4","TRANSCRIPTION","nucleus."
"G239178","Essential","Protein Kinases","Replication complexes","Sensitivity to antibiotics","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239178","Essential","Transcription factors","Transcription complexes/Transcriptosome","Sensitivity to antibiotics","PS00017","4","TRANSCRIPTION","nucleus."
"G239178","Essential","Protein Kinases","Replication complexes","Sensitivity to antibiotics","PS00039","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239178","Essential","Transcription factors","Transcription complexes/Transcriptosome","Sensitivity to antibiotics","PS00039","4","TRANSCRIPTION","nucleus."
"G239186","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS01119","7","CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION","nucleus."
"G239186","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00028","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","mitochondria."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","mitochondria."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","3","METABOLISM","mitochondria."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","mitochondria."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","mitochondria."
"G239188","Ambiguous-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","3","METABOLISM","mitochondria."
"G239188","Ambiguous-Essential","Protein Kinases","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","mitochondria."
"G239188","Ambiguous-Essential","ATPases","Respiration chain complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","3","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","mitochondria."
"G239188","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS00017","3","METABOLISM","mitochondria."
"G239188","Ambiguous-Essential","ATPases","Replication complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","mitochondria."
"G239188","Ambiguous-Essential","ATPases","Respiration chain complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","3","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","mitochondria."
"G239188","Ambiguous-Essential","ATPases","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","3","METABOLISM","mitochondria."
"G239196","Non-Essential","Transcription factors","Nem1p-Spo7p complex","Cell morphology and organelle mutants","PS00133","8","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239196","Non-Essential","Transcription factors","Nem1p-Spo7p complex","Cell morphology and organelle mutants","PS00133","8","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00133","8","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00133","8","TRANSCRIPTION","nucleus."
