"V1","V2","V3","V4","V5","V6","V7","V9"
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G239273","Essential","ATPases","Chaperonine containing T-complex TRiC (TCP RING Complex)","Cell morphology and organelle mutants","PS00750","4","?."
"G234701","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00870","12","?."
"G235051","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G235770","Non-Essential","Cyclins","Gim complexes","Mating and sporulation defects","PS00108","14","?."
"G234161","Non-Essential","Protein Kinases","RNA processing complexes","Conditional phenotypes","PS00017","3","?."
"G234433","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00107","7","?."
"G235033","Essential","Protein Kinases","Casein kinase","Nucleic acid metabolism defects","PS00107","16","?."
"G235001","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","16","?."
"G234414","Non-Essential","Transcription factors","Intracellular transport complexes","Nucleic acid metabolism defects","PS00028","7","?."
"G235795","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00294","14","?."
"G235719","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00914","13","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS00017","4","?."
"G234203","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00116","4","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Histone acetyltransferase complexes","Mating and sporulation defects","PS00299","12","?."
"G235104","Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00599","10","?."
"G234389","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00036","6","?."
"G234125","Non-Essential","Protein Kinases","Translocon","Cell morphology and organelle mutants","PS00108","2","?."
"G234651","Non-Essential","Adaptins","Intracellular transport complexes","Conditional phenotypes","PS00299","11","?."
"G235001","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","16","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","12","?."
"G235916","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00782","2","?."
"G234651","Non-Essential","Adaptins","Intracellular transport complexes","Conditional phenotypes","PS00343","11","?."
"G235328","Non-Essential","GTPase activating proteins (GAPs)","Nuclear pore complex (NPC)","Conditional phenotypes","PS00637","5","?."
"G237387","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00108","14","?."
"G235587","Non-Essential","Major facilitator superfamily proteins (MFS)","RNA processing complexes","Conditional phenotypes","PS00387","11","?."
"G234570","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00097","10","?."
"G234794","Non-Essential","Proteases","Proteases, mitochondrial","Stress response defects","PS00761","13","?."
"G235224","Non-Essential","Ubiquitin-system proteins","Translocon","Sensitivity to antibiotics","PS00017","4","?."
"G234618","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G239913","Ambiguous-Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01166","15","?."
"G234394","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00406","6","?."
"G235804","Non-Essential","Cyclins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","15","?."
"G235096","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","2","?."
"G234385","Non-Essential","Molecular chaperones","Nucleosomal protein complex","Auxotrophies, carbon and","PS00637","6","?."
"G234203","Essential","Polymerases","Replication complexes","Cell cycle defects","PS00116","4","?."
"G234905","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","15","?."
"G234365","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS00499","5","?."
"G235291","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","4","?."
"G235118","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00012","2","?."
"G235405","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00637","7","?."
"G235325","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","5","?."
"G235354","Essential","ATPases","Proteasome","Stress response defects","PS00854","6","?."
"G239911","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00599","15","?."
"G237375","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00867","7","?."
"G239974","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00480","3","?."
"G234743","Non-Essential","Protein phosphatases","Synaptonemal complex (SC)","Mating and sporulation defects","PS00299","12","?."
"G234299","Essential","ATPases","Proteasome","Cell cycle defects","PS00854","4","?."
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G235150","Non-Essential","Transcription factors","Translocon","Mating and sporulation defects","PS00463","2","?."
"G235033","Essential","Protein Kinases","Casein kinase","Nucleic acid metabolism defects","PS00108","16","?."
"G235748","Non-Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00017","13","?."
"G235507","Essential","Molecular chaperones","Cytoskeleton","Cell morphology and organelle mutants","PS00018","9","?."
"G238723","Essential","Transcription factors","Anaphase promoting complex (APC)","Cell cycle defects","PS00017","7","?."
"G234247","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell cycle defects","PS00183","4","?."
"G234414","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00028","7","?."
"G235354","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00854","6","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Mating and sporulation defects","PS00225","14","?."
"G234161","Non-Essential","Protein Kinases","Translation complexes","Cell morphology and organelle mutants","PS00107","3","?."
"G235354","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00854","6","?."
"G234641","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","11","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Conditional phenotypes","PS01019","4","?."
"G235538","Essential","ATPases","Replication complexes","Cell cycle defects","PS00847","10","?."
"G234247","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Conditional phenotypes","PS00678","4","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Mating and sporulation defects","PS00107","14","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","14","?."
"G235778","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","14","?."
"G234741","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00296","12","?."
"G234161","Non-Essential","Protein Kinases","Translation complexes","Cell morphology and organelle mutants","PS00107","3","?."
"G235537","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00054","10","?."
"G235354","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00854","6","?."
"G238898","Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00599","15","?."
"G234579","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00463","10","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00674","16","?."
"G235097","Non-Essential","Protein phosphatases","Nem1p-Spo7p complex","Mating and sporulation defects","PS00107","1","?."
"G235454","Essential","Molecular chaperones","Mitochondrial translocase complex","Cell morphology and organelle mutants","PS00017","8","?."
"G234213","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS01019","4","?."
"G235233","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Conditional phenotypes","PS00017","4","?."
"G234590","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00463","10","?."
"G235746","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","13","?."
"G234905","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","15","?."
"G234267","Essential","GTP-binding proteins","Translation complexes","Cell morphology and organelle mutants","PS00301","4","?."
"G234977","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","PS00017","15","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00674","16","?."
"G236021","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00215","4","?."
"G234758","Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell morphology and organelle mutants","PS00755","12","?."
"G235761","Non-Essential","Polymerases","Cytoskeleton","Cell morphology and organelle mutants","PS01132","14","?."
"G234485","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell morphology and organelle mutants","PS00108","8","?."
"G235325","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","5","?."
"G234314","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00108","4","?."
"G235752","Non-Essential","Cyclins","Histone deacetylase complexes","Nucleic acid metabolism defects","PS00017","14","?."
"G239911","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00599","15","?."
"G234086","Non-Essential","Proteases","Proteases, mitochondrial","Cell morphology and organelle mutants","PS00017","2","?."
"G235328","Non-Essential","GTPase activating proteins (GAPs)","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00028","5","?."
"G234373","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","5","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS00017","4","?."
"G234231","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00297","4","?."
"G235685","Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00350","13","?."
"G235752","Non-Essential","Cyclins","Histone deacetylase complexes","Nucleic acid metabolism defects","PS00017","14","?."
"G234314","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00107","4","?."
"G235795","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","14","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00329","10","?."
"G234573","Essential","ATPases","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00014","10","?."
"G234181","Non-Essential","Transcription factors","Translation complexes","Cell morphology and organelle mutants","PS00657","3","?."
"G234785","Non-Essential","Tubulins","Cytoskeleton","Cell morphology and organelle mutants","PS00227","8","?."
"G235454","Essential","Ubiquitin-system proteins","RNA processing complexes","Cell morphology and organelle mutants","PS01159","8","?."
"G234298","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS00865","4","?."
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G235110","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00218","2","?."
"G235369","Non-Essential","Major facilitator superfamily proteins (MFS)","Nuclear pore complex (NPC)","Conditional phenotypes","PS00218","7","?."
"G236985","Essential","Ubiquitin-system proteins","Replication complexes","Cell cycle defects","PS00183","10","?."
"G235476","Essential","Polymerases","Anaphase promoting complex (APC)","Conditional phenotypes","PS01166","8","?."
"G238800","Non-Essential","GTP-binding proteins","Translocon","Stress response defects","PS00599","4","?."
"G239273","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Nucleic acid metabolism defects","PS00183","4","?."
"G234283","Non-Essential","ATPases","Translation complexes","Auxotrophies, carbon and","PS01047","4","?."
"G239162","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00215","4","?."
"G235904","Non-Essential","GTP-binding proteins","Histone acetyltransferase complexes","Conditional phenotypes","PS00599","15","?."
"G234612","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00038","10","?."
"G235111","Non-Essential","Major facilitator superfamily proteins (MFS)","Translation complexes","Conditional phenotypes","PS00218","2","?."
"G234433","Non-Essential","Protein Kinases","Hexokinase 2","Mating and sporulation defects","PS00107","7","?."
"G235770","Non-Essential","GTP-binding proteins","Gim complexes","Conditional phenotypes","PS00294","14","?."
"G234267","Essential","GTP-binding proteins","Translation complexes","Cell morphology and organelle mutants","PS00017","4","?."
"G234511","Essential","Nucleases","RNA processing complexes","Nucleic acid metabolism defects","PS00037","12","?."
"G235275","Non-Essential","Ubiquitin-system proteins","Respiration chain complexes","Auxotrophies, carbon and","PS00633","4","?."
"G235369","Non-Essential","Major facilitator superfamily proteins (MFS)","Nuclear pore complex (NPC)","Conditional phenotypes","PS00218","7","?."
"G234372","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","5","?."
"G234861","Essential","Polymerases","Replication complexes","Cell cycle defects","PS00116","14","?."
"G235878","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","16","?."
"G235487","Non-Essential","GTP/GDP-exchange factors (GEFs)","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","13","?."
"G235770","Non-Essential","GTP-binding proteins","Gim complexes","Conditional phenotypes","PS00294","14","?."
"G235612","Non-Essential","Protein phosphatases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","12","?."
"G234739","Essential","ATPases","Translation complexes","Sensitivity to antibiotics","PS00017","12","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Nucleic acid metabolism defects","PS00017","14","?."
"G234565","Essential","Proteases","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00761","9","?."
"G235183","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00599","15","?."
"G234412","Non-Essential","Transcription factors","Intracellular transport complexes","Sensitivity to aminoacid analogs and other drugs","PS00028","7","?."
"G240200","Non-Essential","Protein Kinases","Anaphase promoting complex (APC)","Cell cycle defects","PS00486","4","?."
"G235311","Ambiguous-Essential","Nucleases","RNA processing complexes","Nucleic acid metabolism defects","PS00690","5","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00674","16","?."
"G239938","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00037","13","?."
"G235367","Essential","ATPases","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00017","7","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00014","10","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00017","10","?."
"G235933","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Stress response defects","PS00215","13","?."
"G234081","Non-Essential","Histones","Nucleosomal protein complex","Conditional phenotypes","PS00357","2","?."
"G239588","Non-Essential","Transcription factors","Cytoskeleton","Cell morphology and organelle mutants","PS00038","10","?."
"G234433","Non-Essential","Protein Kinases","Hexokinase 2","Mating and sporulation defects","PS00107","7","?."
"G234612","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00038","10","?."
"G237059","Non-Essential","Molecular chaperones","Translation complexes","Conditional phenotypes","PS01202","2","?."
"G235547","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00599","10","?."
"G234081","Non-Essential","Histones","Nucleosomal protein complex","Cell morphology and organelle mutants","PS00357","2","?."
"G235256","Non-Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00017","4","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00633","12","?."
"G234773","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00030","13","?."
"G236838","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00013","12","?."
"G236380","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00867","7","?."
"G235268","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell cycle defects","PS00183","4","?."
"G238905","Non-Essential","Major facilitator superfamily proteins (MFS)","RNA processing complexes","Conditional phenotypes","PS00218","2","?."
"G235098","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00038","1","?."
"G235098","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00037","1","?."
"G235888","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","16","?."
"G235638","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00299","12","?."
"G235233","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00633","12","?."
"G234249","Non-Essential","Ubiquitin-system proteins","Proteasome","Cell cycle defects","PS00973","4","?."
"G235325","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","5","?."
"G234283","Non-Essential","ATPases","Proteasome","Cell cycle defects","PS01047","4","?."
"G235770","Non-Essential","Polymerases","Gim complexes","Cell morphology and organelle mutants","PS00463","14","?."
"G235220","Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00402","4","?."
"G235337","Essential","Ubiquitin-system proteins","RNA processing complexes","Mating and sporulation defects","PS00012","5","?."
"G235547","Non-Essential","Cyclins","Cytoskeleton","Conditional phenotypes","PS00017","10","?."
"G234137","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","2","?."
"G234590","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00038","10","?."
"G235339","Non-Essential","Motorproteins","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","4","?."
"G235878","Non-Essential","ATPases","Intracellular transport complexes","Conditional phenotypes","PS00017","16","?."
"G235777","Essential","Polymerases","RNA processing complexes","Conditional phenotypes","PS00017","14","?."
"G235909","Essential","ATPases","Replication complexes","Cell cycle defects","PS00847","16","?."
"G234847","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","14","?."
"G235783","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","14","?."
"G235507","Essential","Molecular chaperones","Cytoskeleton","Cell morphology and organelle mutants","PS00018","9","?."
"G235818","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","15","?."
"G234701","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00871","12","?."
"G234175","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00735","3","?."
"G234485","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell morphology and organelle mutants","PS00108","8","?."
"G235389","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G238905","Non-Essential","Major facilitator superfamily proteins (MFS)","RNA processing complexes","Conditional phenotypes","PS00218","2","?."
"G235097","Non-Essential","GTP-binding proteins","Nem1p-Spo7p complex","Conditional phenotypes","PS00294","1","?."
"G239664","Non-Essential","GTP-binding proteins","Ornithine carbamoyltransferase","Conditional phenotypes","PS00052","10","?."
"G234977","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","PS00017","15","?."
"G235362","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00678","12","?."
"G234203","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00116","4","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","14","?."
"G234394","Essential","Actins","Cytoskeleton","Conditional phenotypes","PS00406","6","?."
"G234333","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS00137","5","?."
"G237728","Non-Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G235369","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Mating and sporulation defects","PS00687","7","?."
"G235176","Non-Essential","Transcription factors","Translation complexes","Cell morphology and organelle mutants","PS00054","3","?."
"G234971","Essential","Molecular chaperones","Translocon","Sensitivity to aminoacid analogs and other drugs","PS01071","15","?."
"G234470","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Nuclear pore complex (NPC)","Stress response defects","PS00218","7","?."
"G234372","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00037","5","?."
"G234314","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Cell cycle defects","PS00107","4","?."
"G237429","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00017","13","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00299","12","?."
"G235562","Essential","Polymerases","Anaphase promoting complex (APC)","Conditional phenotypes","PS01166","11","?."
"G234283","Non-Essential","ATPases","Translation complexes","Auxotrophies, carbon and","PS00154","4","?."
"G234215","Essential","ATPases","Chaperonine containing T-complex TRiC (TCP RING Complex)","Conditional phenotypes","PS00750","4","?."
"G235909","Essential","ATPases","Replication complexes","Nucleic acid metabolism defects","PS00847","16","?."
"G236661","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00017","12","?."
"G234485","Non-Essential","Protein Kinases","Hexokinase 2","Mating and sporulation defects","PS00107","8","?."
"G237154","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00294","10","?."
"G235668","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00120","11","?."
"G235831","Essential","Transcription factors","Translocon","Sensitivity to aminoacid analogs and other drugs","PS01071","15","?."
"G234951","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00434","15","?."
"G234112","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00153","2","?."
"G235775","Essential","Other kinases","Sister chromatid cohesion regulation complex","Cell morphology and organelle mutants","PS00678","11","?."
"G238898","Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01166","2","?."
"G235507","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00018","9","?."
"G236736","Non-Essential","Ubiquitin-system proteins","Translocon","Carbohydrate and lipid biosynthesis defects","PS00013","4","?."
"G235446","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00990","8","?."
"G235901","Non-Essential","Cyclins","Cytoskeleton","Cell cycle defects","PS00227","14","?."
"G235354","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00854","6","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","14","?."
"G234414","Non-Essential","Transcription factors","Intracellular transport complexes","Auxotrophies, carbon and","PS00028","7","?."
"G235440","Essential","GTP/GDP-exchange factors (GEFs)","Proteasome","Cell morphology and organelle mutants","PS00388","7","?."
"G234120","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Conditional phenotypes","PS00218","2","?."
"G234490","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","8","?."
"G234419","Essential","Transcription factors","Replication complexes","Cell cycle defects","PS00017","7","?."
"G235098","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","1","?."
"G234940","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00037","15","?."
"G234641","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","11","?."
"G234847","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell morphology and organelle mutants","PS00108","14","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS00017","4","?."
"G235033","Essential","Protein Kinases","Casein kinase","Nucleic acid metabolism defects","PS00107","16","?."
"G235112","Essential","Polymerases","Cytoskeleton","Conditional phenotypes","PS01166","2","?."
"G235305","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00237","5","?."
"G234181","Non-Essential","Transcription factors","Translation complexes","Cell morphology and organelle mutants","PS00658","3","?."
"G234385","Non-Essential","Molecular chaperones","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00637","6","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01019","4","?."
"G234927","Ambiguous-Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01166","15","?."
"G235517","Essential","ATPases","Cytoskeleton","Cell morphology and organelle mutants","PS00325","12","?."
"G239588","Non-Essential","Transcription factors","Cytoskeleton","Cell morphology and organelle mutants","PS00038","10","?."
"G237321","Non-Essential","Transcription factors","Intracellular transport complexes","Nucleic acid metabolism defects","PS00028","7","?."
"G239835","Non-Essential","Ubiquitin-system proteins","Translocon","Stress response defects","PS00028","4","?."
"G234773","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00030","13","?."
"G235389","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00866","7","?."
"G234688","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00017","12","?."
"G235612","Non-Essential","Protein phosphatases","Histone acetyltransferase complexes","Mating and sporulation defects","PS00299","12","?."
"G235888","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00107","16","?."
"G235778","Non-Essential","Cyclins","Cytoskeleton","Mating and sporulation defects","PS00227","14","?."
"G236831","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Stress response defects","PS00028","4","?."
"G234273","Essential","ATPases","Chaperonine containing T-complex TRiC (TCP RING Complex)","Cell morphology and organelle mutants","PS00750","4","?."
"G234372","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","5","?."
"G235311","Ambiguous-Essential","ATPases","RNA processing complexes","Cell morphology and organelle mutants","PS00017","5","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00014","10","?."
"G235354","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00854","6","?."
"G240291","Essential","Other kinases","Exocyst complex","Cell morphology and organelle mutants","PS00017","9","?."
"G235392","Non-Essential","GTP-binding proteins","Anaphase promoting complex (APC)","Conditional phenotypes","PS00599","11","?."
"G234125","Non-Essential","Protein Kinases","Translocon","Cell morphology and organelle mutants","PS00108","2","?."
